6.579111944965602976e-02,2.213542151927571418e-03,3.181679922743738675e+00,1.422423213766307593e-01,1.667576529706105426e-01,5.481343815531201091e-01,2.919496689712055074e-02,1.034374999999999878e-01,-3.749126388459215065e+01,1.987901856721457250e+00,3.555959837722843520e-01,2.321342757190566208e-01,6.158833778446824031e-02,2.220250528667055412e-01,1.284753120610561128e-01,1.012104694232435903e-01,-3.057288753235887745e-03,2.076749603184705958e-02,3.338356079196057313e-02,9.115455894671452980e-03,-3.258323245349772218e-02,3.955194634763814845e-03,7.332679196608678056e-03,1.262385143625740502e-01,2.330021629622068720e-03,2.341817193032665750e-02,1.437224338669600794e-03,1.147873815417068712e-02,3.668145399149746284e-04,6.985111103481396640e-03,1.456113515867461447e-02,1.020206740335919543e-02,8.593374516206670269e-04,3.609622242339326215e-02,1.284504128665472367e-01,2.386938859955932760e-03,2.596674720637356937e-01,1.507676692524670958e-01,1.174587386049204402e-01,8.088538794839963408e-01,1.120495315042328160e-01,2.164478412198883317e-01,1.053969688482294487e+01,1.625416142579322987e+00,2.618116417761687242e-01,1.894607271038793450e-01,1.839453934868526541e-01,3.557356027880940186e-01,3.050962751699365372e-01,1.218353502181483139e-01,9.887493868062206814e-02,1.573241491163780426e-01,2.031491381851159295e-01,1.587929689594324567e-01,9.420990528186859447e-02,7.211578622169578616e-03,7.312124692864636032e-03,4.559859111214532162e-02,4.106094758313683785e-03,2.381346884647170953e-02,1.840412338541450987e-03,1.587298837446296171e-02,4.949491883593906466e-04,9.608299625887328776e-03,2.372259944904450343e-02,1.329942194075071395e-02,1.182827708476424673e-03,1.019655158894574969e-02
3.786741713570981882e-02,3.350842040309074364e-03,3.189274655296513661e+00,1.174023453778113985e-01,1.792867596722605428e-01,2.998111089705402521e-01,2.986552667064036343e-03,6.987499999999999267e-02,-2.666597430283188785e+01,2.572008611226366703e+00,3.557644216450155106e-02,5.091525580753371027e-01,4.978010750108077254e-01,5.910907048474413339e-02,1.592352310919537550e-01,1.287125676729540258e-01,-1.209483360234357152e-01,3.702724482278701990e-02,-1.165297685647292136e-01,2.536294595467310509e-01,3.900754708534401316e-01,1.176641217730009167e-02,6.819714319439828046e-03,7.944230039067180782e-02,6.780288842994903684e-03,5.957360495523748162e-02,1.582725489975164365e-02,2.098251538829376192e-02,3.628608366536989309e-03,4.964699889620940651e-03,1.675259202486865939e-02,1.841180193772300883e-02,1.273096014885596265e-03,2.769151080990696692e-02,2.620714223796661441e-02,1.748044178742385723e-03,1.355342963365127884e-01,3.091263734839619706e-02,2.732985958729380882e-02,2.867170522156988199e-01,2.285204758133683751e-03,4.682730907280494709e-02,1.332646846419932141e+00,8.041151748937854782e-01,2.462441987439784319e-01,2.251854699967851259e-01,1.873623832416841661e-01,3.137067925964762694e-01,3.366796137339904127e-01,2.025640013117088467e-01,2.099229554987537827e-01,1.890047379116696069e-01,3.141856409811726869e-01,4.817697531382386100e-01,2.505776401266022746e-01,1.638139991461824013e-02,5.908871441853738062e-03,4.323218030671670264e-02,6.588448723324326871e-03,2.597959915097150171e-02,2.005331750168277624e-02,1.369708316422625811e-02,6.093838957035837590e-03,3.062465390431928433e-03,1.269867935387841706e-02,8.824670754971951012e-03,9.408476415733392408e-04,8.324023557064515882e-03
2.332707942464039633e-02,1.328307071440361798e-03,3.229529728951553214e+00,9.305983569088370488e-02,1.611900294470617889e-01,1.272493596367686997e-01,3.188804145810951365e-03,3.837499999999999939e-02,-2.804893967881830719e+01,3.009448788869879543e+00,2.590932977716309954e-02,4.223574671467768549e-01,2.199906286802386646e-01,-9.908418237186612798e-02,-8.263771655789890758e-02,1.274198609639285995e-01,-1.128080387012710128e-01,1.725332204166207806e-01,2.542173496375990105e-01,4.200790405791251514e-01,3.847905237693048375e-01,2.630604833682358493e-02,3.401034565599204886e-03,9.762310287571471235e-02,5.229606454845696188e-03,5.779375418844347190e-02,1.360081445097554090e-02,2.467359898718319428e-02,8.195217690705463177e-04,1.290197441697078784e-02,7.799065682516608325e-03,1.479169211733092661e-02,2.715696552242618470e-03,3.119139644978868864e-02,1.315121312647838693e-02,5.495404846670154516e-04,6.322180261913484811e-02,2.859267343787805227e-02,3.300403504517407383e-02,1.514750950835883903e-01,2.510342352844309368e-03,2.005500249314369834e-02,8.704485962308555758e-01,5.310801161937929171e-01,1.627770286456061699e-01,1.655907188654324735e-01,1.169318372163707098e-01,2.341343684887956800e-01,1.960991045832559954e-01,1.812414571410657649e-01,2.049199683574728370e-01,1.818871158423424894e-01,1.377612209938243459e-01,2.777047634521448427e-01,3.013098993567550621e-01,4.422339625702333132e-02,2.988079113163283687e-03,1.900369516003603404e-02,5.651132402628035629e-03,2.778275115669205653e-02,1.071755208411390332e-02,5.763531101315456581e-03,1.047639312055190014e-03,6.754498271767171540e-03,5.640408818086677795e-03,4.705769186351601956e-03,2.345214873561555970e-03,6.682161161801977896e-03
3.705440900562852191e-02,1.942919672643170529e-03,3.232053159779561646e+00,1.152157918167604489e-01,1.736306283311531973e-01,2.251690061408598287e-01,5.437956120309013486e-03,5.956249999999999739e-02,-2.788466326392656214e+01,2.741698163245769315e+00,9.482406960115283279e-02,3.130928440306665617e-01,-4.064763666373730905e-02,-4.952458559075051947e-01,-1.951903506296389090e-01,2.981559040632308227e-02,-4.059401426096014009e-02,7.093048576824778281e-03,7.193458902890215168e-02,2.453974626310083396e-01,2.881266233904045682e-01,5.818211333270859736e-02,1.146076132071230467e-03,7.891601332628743470e-02,1.336447651486185294e-02,3.206197327495002858e-02,9.043592126206935131e-03,8.594894757229316201e-03,1.396126435404208485e-03,2.443303909935223145e-02,7.653037024141770735e-03,9.561548407728954341e-03,4.544298254931442710e-03,2.845361150051069904e-02,2.037361339327508139e-02,2.205224163226346488e-03,5.639977684130718233e-02,3.938521045951182825e-02,3.251788378146633351e-02,2.361112437841045020e-01,6.462246017650272352e-03,3.688723314034274975e-02,1.323133098539651442e+00,8.829354029760065892e-01,3.244471027983618638e-01,2.660716826814448766e-01,2.373194261790852744e-01,3.438146889288957730e-01,2.263862689585710852e-01,3.383242619477387914e-01,2.714427194137420951e-01,2.203279854033823315e-01,2.267047558870114998e-01,2.467209876820755932e-01,2.475515452455478160e-01,3.765447911882156135e-02,1.096817170962259037e-03,3.112015177103985217e-02,1.036777293776537136e-02,2.742110473242352631e-02,1.833867550808626276e-02,6.880639935213704247e-03,1.192847294221968972e-03,1.145057314568939319e-02,9.969669108211526992e-03,1.160327496093132432e-02,2.827843648626091663e-03,8.152136061742584067e-03
4.868667917448404880e-02,1.941740529184801623e-03,3.239687474761041130e+00,1.138416058510869772e-01,1.641101469151251546e-01,3.293959661378003112e-01,3.630719652861714476e-03,8.000000000000000167e-02,-2.763239120638427337e+01,2.196460672991093155e+00,-2.804785707479332535e-01,2.476879359442955564e-01,6.925193042640943875e-02,-4.809932827075561468e-01,-4.307569987208653695e-01,-9.736649708848410523e-02,-3.079626287956251929e-01,-2.935904102724033390e-02,1.170824148610657006e-01,4.567229600522808575e-01,4.345593527619203700e-01,2.317683301622263520e-02,4.773196712257596168e-03,4.958299368293431209e-02,8.361364981302146782e-03,3.926445115138593733e-02,2.908549440888577586e-02,1.795589072782987489e-02,1.741268675186689570e-03,2.418566569805035912e-02,8.464870554248023551e-03,8.182046421398050245e-03,1.817967274548296834e-03,2.063040445805646578e-02,2.144030628370998184e-02,2.458252553043137074e-03,7.467159188668284764e-02,2.326070456171581979e-02,1.880049869633648382e-02,2.566250508281719411e-01,2.403020923854077510e-03,3.961336579994181872e-02,1.631742499237015531e+00,6.656673539970017206e-01,2.539775379094585950e-01,2.513314283703103613e-01,2.571889566039212149e-01,1.827955158441402772e-01,2.529897658460855125e-01,1.737229128097720343e-01,1.768351213645030506e-01,1.505297858443910008e-01,1.764048052389309840e-01,3.281376754450817113e-01,2.507797771966639999e-01,1.731923734691260749e-02,9.510743038429914087e-03,2.794284946260190694e-02,9.005239687263218509e-03,2.629857943714240115e-02,2.121293499595748935e-02,1.220207101673406909e-02,3.840112845071308196e-03,1.261561460555519175e-02,4.692284572433646182e-03,7.780704174296733562e-03,1.358195529720097623e-03,4.578738217669692766e-03
2.379612257661038385e-02,1.302801650290303075e-03,3.096138049437592965e+00,8.520981279406522613e-02,1.600494436230774364e-01,7.392101788879359980e-02,7.434950814924440494e-03,3.212500000000000078e-02,-2.929329270863808077e+01,3.620256041908009870e+00,1.479556277083578508e-01,3.478058503668876589e-01,-2.705756247523020130e-01,-3.835186294485787850e-01,-4.332591389607204913e-01,-2.124615998921947357e-01,-1.543654378918591641e-01,5.421583498728110850e-02,-8.607009660953698904e-02,-1.202631092727379364e-01,-5.937987569261580362e-02,8.432977386705202069e-03,6.355196786162429883e-03,9.824123924306642219e-03,2.882901513173540767e-03,1.512111689519116675e-01,9.948404265147713782e-03,7.734905797352911380e-03,5.199895623471540839e-04,4.244408151877715994e-03,1.453658453014809206e-02,4.985682117253994322e-02,1.108767534709271044e-02,4.282802105972656481e-02,1.299470581427808469e-02,6.076362426572235733e-04,1.270988122395021458e-01,2.910554938238799766e-02,3.024977810892780575e-02,1.605174489675909311e-01,7.668296575552455314e-03,2.804878562433674866e-02,1.036899867660724173e+00,7.786740523368832489e-01,3.842857264764323322e-01,2.078379771138179066e-01,2.373479677679489475e-01,1.296352767099734626e-01,2.896547850220347331e-01,2.301706295491507126e-01,2.947321297856741462e-01,1.953094062796150721e-01,1.874938436890452864e-01,2.422548760001456969e-01,1.533984902845451082e-01,9.512417254816061055e-03,9.867709907569025690e-03,1.117179596521451941e-02,1.929122161221326131e-03,4.692497901357448736e-02,1.484635247802029191e-02,6.581590770523913780e-03,5.519532006093892272e-04,7.053700251098823579e-03,7.629099737185267120e-03,2.380307140820199160e-02,1.373945778245150295e-02,1.033075713699390004e-02
8.123827392120075430e-02,4.074446514046209042e-03,3.118295477543992611e+00,1.528861500984405875e-01,1.851660548373103288e-01,7.821210353652630065e-01,4.087845891823886114e-03,1.354374999999999885e-01,-2.628197002012102601e+01,1.426646685700687645e+00,-2.388386559502100326e-01,1.280970064105196315e-01,3.464184192003775392e-02,-2.029261814107985451e-01,-6.891760496102689038e-01,-7.456341826307966505e-03,-5.309386117841691233e-01,3.652087600499444586e-01,4.771773981623209648e-01,3.738643191068464211e-01,-1.483501695528458564e-01,1.579014315371802049e-02,1.411895277941171631e-03,7.284683668643833140e-03,9.437922143519562185e-03,1.515894280422159721e-02,1.645450382754816421e-02,1.974127267767795610e-02,5.636273986354451912e-03,1.751756778107039364e-02,1.232848745383809987e-02,8.368339067678733090e-03,3.722172699795888492e-03,1.253696505443781251e-02,2.534793364243789413e-02,4.673595033357538092e-03,2.638500606366148693e-01,2.210055544517604623e-02,2.071499902563448889e-02,2.315588544872872467e-01,3.283954804945168632e-03,2.780870760661127705e-02,8.695745707662786428e-01,4.176838376177733347e-01,9.554219268063468551e-02,1.953311788725780040e-01,2.131724366696235440e-01,2.383255399913252193e-01,1.824888140651369783e-01,2.050127640288443298e-01,3.058166567086643139e-01,3.037250633816747647e-01,3.272345140975720379e-01,2.011477254780287549e-01,3.015291836822961979e-01,1.826994530991390281e-02,1.375487406408697384e-03,7.146139179527528397e-03,1.213619232058770966e-02,1.498912579720335439e-02,2.164827675556016753e-02,2.214592170048534231e-02,5.989701323833194688e-03,1.354575274435788380e-02,1.282169443100084419e-02,7.777262699963607105e-03,2.891877163105916523e-03,5.858876806051580358e-03
4.668542839274546219e-02,3.027050452096313390e-03,3.161337642706837148e+00,1.144779593241491700e-01,1.623081252569814059e-01,3.674020363223497454e-01,3.582035830152360822e-03,6.962499999999999245e-02,-2.680728107953161654e+01,2.255467001397641447e+00,-2.079390273146846102e-01,3.621847445207921901e-01,1.555077689533402863e-01,3.302207484888836087e-01,-4.118180393641058257e-01,7.345876953271111842e-02,-4.622541049756435649e-01,-2.878525095049455085e-01,-8.959434575814057000e-02,-2.951372965693648334e-02,2.093477376002907397e-01,1.026270387116160095e-02,1.288595483911899285e-03,5.793710571660856332e-03,7.036732490647892510e-03,8.467409503728244580e-02,2.221130271226908273e-02,2.204498554142953967e-02,2.789192599505003166e-03,2.215187321449585672e-03,8.287946541870008094e-03,5.548211649842891419e-02,4.330698887036577883e-03,2.913201003182144810e-02,9.612066420548511653e-03,2.632190882231825752e-03,1.859866503576504404e-01,2.158293247213725549e-02,2.991203676452623347e-02,9.588246518110518646e-02,3.031941473135024451e-03,1.949398945829201174e-02,1.135560971695478649e+00,2.471411948843146023e-01,2.549971178358848012e-01,2.476413973781536049e-01,2.386134912522478446e-01,2.734672981765498556e-01,2.199422952400434117e-01,1.998254516485375720e-01,2.635331357024771060e-01,3.109239749909297190e-01,2.595969821579640069e-01,3.688641913387154525e-01,1.617638646369536359e-01,1.171263063069374541e-02,1.147351468167870370e-03,3.689160605202529506e-03,3.943310597934047111e-03,3.817872665475430249e-02,2.300155912962423624e-02,2.093872889976060650e-02,3.737064373542259201e-03,1.777174782732575441e-03,5.415725043938483634e-03,3.033093352982757160e-02,3.609312279839699527e-03,6.940559921621011069e-03
3.273921200750468802e-02,4.275802916687665434e-03,3.181453310959189373e+00,9.934916576890991113e-02,1.537935947511220591e-01,2.290838612989616885e-01,4.573651214399123213e-03,4.331250000000000377e-02,-2.749337157529100040e+01,2.606218599232596578e+00,4.662747060875157418e-02,5.173902316410169400e-01,7.763582699434640189e-02,4.412781418639137310e-01,-2.953096510697413857e-01,3.601533081769101030e-01,-4.108671767035180222e-01,-4.648340669343376530e-01,-4.079943747728660419e-01,-2.356697580229452638e-01,-1.429836986621470796e-01,1.588098381235970025e-01,4.253602601231230265e-04,2.649202752759388657e-02,2.003909697560471437e-02,3.321911710304938092e-02,6.338365471191907859e-03,8.682573918314397468e-03,2.175561582907441075e-04,6.045607775420743174e-04,1.687151585467095566e-02,1.745205468247970626e-02,1.279740380004511929e-03,5.210430593807139493e-02,1.063215059680380423e-02,2.855037900598629032e-03,1.819925457099199617e-01,1.917722428039573407e-02,2.753580874016107322e-02,8.732422794376137887e-02,4.474410848323504171e-03,1.034766730959205128e-02,1.537251200056716005e+00,2.336573764142028387e-01,2.047767561057159957e-01,2.047292384507668483e-01,2.313392610210426026e-01,2.135452653512258381e-01,2.172250646687904074e-01,2.423477481872172712e-01,1.362285868443904036e-01,1.677690658522640876e-01,2.113587959776875580e-01,2.322553115346564778e-01,3.476143356518195948e-01,9.766036064042123155e-02,2.560378500082997237e-04,1.535390803816411541e-02,1.025217050569251186e-02,5.753212982335555864e-02,1.081207756350350928e-02,1.043084014782240908e-02,2.895008578741898068e-04,6.474382696568207075e-04,6.442271562206182932e-03,2.592204792306666492e-02,9.744698006617847534e-04,1.471978350310977277e-02
2.808005003126954474e-02,2.477216265610092047e-03,3.212326173412347607e+00,8.932763818022294855e-02,1.500830115396429298e-01,1.186142219231013095e-01,5.476450116680383999e-03,5.106250000000001066e-02,-2.853323028565038300e+01,2.813530722807581874e+00,-2.279960400207850513e-01,4.125685174092866281e-01,2.053657136682723594e-01,1.439632727259420875e-01,-1.304906577924846989e-01,2.496222650438840174e-01,-2.306340701465808135e-02,-2.065160522335547366e-01,-5.374008939511479843e-01,-4.003561807087027691e-01,-1.812998073693014578e-01,7.469556574461196086e-02,1.034365265053044380e-02,1.625155930888371181e-01,1.463902807465877233e-02,4.344347093209758627e-03,1.398844549139577342e-03,2.703257289672759446e-03,5.644029767452383821e-03,4.440622652199763026e-04,2.355100656328115716e-02,6.317709191313765522e-03,1.852336389565873917e-03,4.971940159504437129e-02,7.848343953815214991e-03,1.553428168481572370e-03,9.653919129229956986e-02,2.308823525189732453e-02,3.157062469805297505e-02,4.463704206890192067e-02,8.228215332899815881e-03,8.653711270316338453e-03,1.045224701032404946e+00,4.022235763722407653e-01,2.942254493568122742e-01,2.259881605330678056e-01,1.718397439617822264e-01,4.229771755795194155e-01,2.312233922554738086e-01,2.233950513800830318e-01,1.833693575132782361e-01,2.327355546078846427e-01,2.694891940110309414e-01,1.717853458441214454e-01,1.716604119083162683e-01,4.239253896983580933e-02,1.484824137130138361e-02,5.297093918262190532e-02,1.057205261258759889e-02,4.551652102210596539e-03,1.634032643584879940e-03,2.312909028294820191e-03,8.318137204366880810e-03,3.535210949986078628e-04,1.273638617140710610e-02,7.242561628964601546e-03,2.031497531383480350e-03,7.170280720636853372e-03
